City,State,Station_Count,Population_Density,EV_Vehicle_Density
Birchwood,WI,1,1348,59
Bird in Hand,PA,4,3154,184
Birmingham,AL,68,4698,193
Birmingham,MI,3,4133,194
Bisbee,AZ,6,2097,90
Biscoe,NC,1,3787,165
Bishop,CA,8,2251,284
Bishop's Falls,NL,2,4118,292
Bishopville,SC,2,3210,258
Bismarck,ND,11,2070,156
Bixby,OK,1,297,16
Black Diamond,AB,4,2726,166
Black Hawk,CO,34,1302,180
Black Mountain,NC,5,2135,78
Black River,NY,1,577,103
Black River Falls,WI,6,1354,195
Black River-Matheson,ON,1,1022,179
Blackfalds,AB,2,519,213
Blackfoot,ID,3,2304,51
Blackhawk,CA,1,2697,22
Blacklick,OH,1,1220,163
Blacks Harbour,NB,1,3168,283
Blacksburg,VA,29,1050,60
Blackshear,GA,1,2436,221
Blackstone,MA,2,2343,153
Blackstone,VA,1,2745,12
Blackville,SC,1,1957,263
Blackwell,OK,2,4712,265
Blackwood,NJ,1,1965,107
Bladensburg,MD,1,3012,182
Blaine,MN,4,2953,159
Blaine,WA,5,3328,288
Blainville,QC,12,3819,68
Blair,NE,5,3328,122
Blairmore,AB,1,2471,252
Blairsville,GA,4,2991,66
Blairsville,PA,2,3856,69
Blakely,PA,1,4325,225
Blakeslee,PA,2,194,242
Blanchard,MI,1,2774,64
Blanchester,OH,1,2055,217
Blanco,TX,1,893,72
Blanding,UT,1,1934,193
Blasdell,NY,1,2216,290
Blauvelt,NY,2,4206,35
Blenheim,ON,3,3425,186
Blind River,ON,2,3019,72
Block Island,RI,1,2697,82
Bloomfield,CT,8,3305,176
Bloomfield,NJ,13,4907,234
Bloomfield,NY,1,914,74
Bloomfield,ON,3,445,78
Bloomfield,PE,2,2449,18
Bloomfield Hills,MI,5,462,245
Bloomfield Township,MI,1,2543,207
Blooming Prairie,MN,1,2365,182
Bloomingdale,GA,1,2288,291
Bloomingdale,IL,7,3105,37
Bloomington,CA,2,3381,143
Bloomington,IL,23,1084,36
Bloomington,IN,34,1739,47
Bloomington,MN,37,927,205
Bloomsburg,PA,12,2830,212
Blossburg,PA,2,3631,94
Blossvale,NY,2,4551,39
Blountstown,FL,1,3035,108
Blountville,TN,1,3976,199
Blowing Rock,NC,7,226,21
Blue Ash,OH,2,3277,100
Blue Bell,PA,4,3156,39
Blue Diamond,NV,1,703,222
Blue Earth,MN,4,3549,47
Blue Eye,MO,1,4246,69
Blue Hill,ME,6,3633,152
Blue Jay,CA,2,3467,189
Blue Lake,CA,8,3468,294
Blue Mountain Lake,NY,1,3897,121
Blue Mountains,ON,3,1892,239
Blue Point,NY,1,2961,30
Blue Ridge,GA,2,3576,154
Blue River,BC,3,3517,155
Blue River,OR,1,1745,175
Blue Sea,QC,1,1305,149
Blue Springs,MO,20,3130,212
Blue Springs,MS,1,2972,253
Bluefield,WV,4,3172,122
Bluemont,VA,1,1954,210
Bluff,UT,4,4121,268
Bluffdale,UT,1,4762,264
Bluffton,IN,1,2808,32
Bluffton,SC,16,3602,255
Blumenort,MB,2,1432,96
Blyth,ON,3,301,228
Blythe,CA,11,3607,36
Blytheville,AR,2,4312,299
Blythewood,SC,2,674,298
Boardman,OH,7,636,232
Boardman,OR,1,1725,187
Boaz,AL,3,2222,157
Bobcaygeon,ON,1,485,236
Boca Raton,FL,97,3381,195
Bock,MN,1,574,50
Bodega Bay,CA,2,517,200
Boerne,TX,8,3700,88
Bogart,GA,2,1054,214
Bohemia,NY,1,4958,287
Boiling Spring,PA,1,1305,281
Boiling Springs,NC,1,4859,41
Boiling Springs,SC,1,4220,151
Bois-des-Filion,QC,4,2090,260
Bois-des-Filions,QC,1,4905,107
Boisbriand,QC,15,3672,145
Boischatel,QC,2,4480,286
Boise,ID,68,4258,52
Boligee,AL,2,4857,129
Bolinas,CA,1,2813,229
Bolingbrook,IL,21,2303,55
Bolivar,MO,4,3220,245
Bolton,MA,3,1066,57
Bolton,NY,5,3532,207
Bolton,ON,17,788,93
Bolton Landing,NY,2,4343,40
Bolton-Est,QC,1,3801,170
Bon Accord,AB,2,441,80
Bon Air,VA,1,1824,17
Bonaventure,QC,6,4522,61
Bonavista,NL,2,1892,54
Bondurant,IA,1,1859,47
Bonham,TX,2,3312,240
Bonita Springs,FL,16,1089,271
Bonners Ferry,ID,2,2362,77
Bonney Lake,WA,1,2582,188
Bonnyville,AB,2,1051,195
Bonshaw,PE,2,822,210
Boone,IA,2,3489,22
Boone,NC,22,2179,223
Boonsboro,MD,2,2817,229
Boonton,NJ,2,2432,295
Boonville,CA,1,3476,253
Boonville,MO,3,4624,267
Boonville,NY,2,1600,67
Boothbay,ME,2,385,45
Boothbay Harbor,ME,3,3595,202
Bootwyn,PA,1,2165,59
Borden,IN,1,868,41
Borden-Carleton,PE,1,3157,107
Bordentown,NJ,1,4389,52
Boron,CA,4,2261,56
Borough Park,NY,10,3393,279
Borrego Springs,CA,7,1046,72
Bossier City,LA,7,3435,28
Boston,MA,663,4250,110
Boston,NY,1,4995,46
Boston Bar,BC,2,4973,116
Bothell,WA,29,1581,101
Bottineau,ND,2,2001,194
Boucherville,QC,36,3551,225
Bouchette,QC,1,4164,37
Bouctouche,NB,1,154,45
Bouctouche Bay,NB,1,1923,27
Boulder,CO,234,3562,205
Boulder,UT,1,3179,87
Boulder City,NV,4,932,176
Bound Brook,NJ,5,4508,99
Bourbonnais,IL,7,2906,273
Bourne,MA,7,2590,217
Bow,NH,5,427,221
Bow,WA,1,3410,280
Bow Island,AB,1,3400,272
Bowden,AB,1,3775,282
Bowen Island,BC,2,3154,223
Bowie,MD,28,2243,73
Bowling Green,FL,1,1411,21
Bowling Green,KY,16,3291,219
Bowling Green,MO,3,2638,183
Bowling Green,OH,11,4083,265
Bowman,ND,2,4647,110
Bowmansville,PA,1,264,25
Bowmanville,ON,6,4377,206
Box Elder,SD,2,922,267
Boxborough,MA,1,1043,253
Boxford,MA,3,4525,258
Boyce,VA,1,874,114
Boyertown,PA,1,2298,191
Boyne City,MI,3,3256,164
Boyne Falls,MI,1,4342,296
Boynton Beach,FL,22,3795,178
Bozeman,MT,19,3552,56
Bracebridge,ON,18,1014,52
Bracebriodge,ON,1,1408,230
Brackettville,TX,1,4277,10
Brackley,PE,1,613,209
Braddock,NJ,3,2020,153
Braddock,PA,1,3694,37
Bradenton,FL,30,4941,287
Bradenton Beach,FL,3,1509,50
Bradford,NH,2,4902,156
Bradford,ON,3,4666,187
Bradford,VT,5,3290,176
Bradley,CA,1,4591,132
Bradley,IL,5,1655,83
"Bradley, FL",FL,1,904,248
Brady,TX,2,1379,258
Bragg Creek,AB,1,3677,272
Brainerd,MN,3,3001,261
Braintree,MA,21,1487,120
Brampton,ON,138,4788,189
Branchburg,NJ,5,2861,197
Branchport,NY,1,2779,216
Brandenburg,KY,1,2206,243
Brandon,FL,3,4323,33
Brandon,MB,25,4931,35
Brandon,MS,6,2868,227
Brandon,SD,1,4053,19
Brandon,VT,2,3286,26
Brandon Township,MI,1,3380,254
Brandywine,DE,1,2673,215
Brandywine,MD,2,4716,267
Branford,CT,25,2699,121
Branson,MO,28,4133,214
Brant,ON,2,336,36
Brantford,ON,29,1404,80
Brantley,AL,1,3530,185
Braselton,GA,8,1401,211
Brattleboro,VT,17,2641,257
Brawley,CA,2,2151,127
Brazil,IN,1,541,18
Brazoria,TX,1,2176,95
Brea,CA,25,3280,32
Brea,KY,1,2757,249
Breaux Bridge,LA,2,3898,82
Breckenridge,CO,57,904,36
Breckenridge,TX,1,174,90
Brecksville,OH,2,2275,93
Breese,IL,1,4024,208
Breezewood,PA,3,2189,52
Breinigsville,PA,2,140,272
Bremen,GA,4,2181,101
Bremerton,WA,16,4783,93
Brenham,TX,6,1722,144
Brentwood,CA,34,441,290
Brentwood,MD,1,4152,68
Brentwood,MO,4,2174,250
Brentwood,NH,1,745,107
Brentwood,NY,5,4926,71
Brentwood,PA,3,4363,273
Brentwood,TN,25,709,122
Brentwood Bay,BC,1,554,155
Breslau,ON,5,3053,225
Bretton Woods,NH,2,1808,265
Brevard,NC,4,3572,267
Brewer,ME,4,3069,203
Brewster,MA,1,3128,23
Brewster,NY,8,4897,112
Brewton,AL,1,2781,254
Brian Head,UT,1,3729,254
Brick,NJ,2,4325,277
Brick Township,NJ,4,3167,233
Bridgehampton,NY,2,1486,229
Bridgenorth,ON,1,3876,226
Bridgeport,AL,1,2966,13
Bridgeport,CA,2,4888,45
Bridgeport,CT,28,3463,187
Bridgeport,MI,1,4989,266
Bridgeport,NY,3,4224,26
Bridgeport,WV,3,248,208
Bridgeton,MO,3,3950,57
Bridgeton,NJ,1,2158,71
Bridgetown,PE,1,1236,78
Bridgeview,IL,1,286,156
Bridgeville,DE,2,2954,171
Bridgeville,PA,3,1350,236
Bridgewater,MA,19,1433,239
Bridgewater,NJ,15,4293,187
Bridgewater,NS,2,4250,65
Bridgewater,VA,1,2811,87
Bridgewater Township,NJ,3,4953,279
Bridgman,MI,1,4601,215
Bridgton,ME,7,1885,290
Brigantine,NJ,1,850,237
Brigham City,UT,7,1862,248
Brighton,CO,34,4020,297
Brighton,MA,1,4560,91
Brighton,MI,8,581,259
Brighton,NY,1,253,202
Brighton,ON,5,1624,115
Brillion,WI,3,2220,198
Brimley,MI,1,2443,285
Brinkley,AR,1,1340,83
Brisbane,CA,44,160,19
Bristol,CT,55,1038,132
Bristol,PA,8,1739,225
Bristol,RI,4,4220,299
Bristol,TN,11,4326,49
Bristol,VA,3,3669,202
Bristol,WI,3,1352,136
Bristow,OK,2,4303,298
Bristow,VA,1,271,80
British Columbia,BC,1,1558,146
Broad Run,VA,2,3649,153
Broadalbin,NY,1,4297,278
Broadview,IL,2,2422,148
Broadview Heights,OH,4,1736,61
Broadway Denver,CO,1,3215,26
Brock,ON,2,4190,174
Brockport,NY,9,3104,22
Brockton,MA,22,429,199
Brockton,ON,1,3740,273
Brockville,ON,14,3994,230
Broken Arrow,OK,12,4207,113
Broken Bow,NE,2,1441,207
Broken Bow,OK,2,3763,178
Bromont,QC,13,315,158
Bronson,FL,1,438,258
Bronx,NY,33,4162,265
Bronxville,NY,6,2808,51
Brook Park,OH,2,3252,211
Brookeshire,TX,1,1850,253
Brookfield,CT,2,2521,166
Brookfield,IL,1,809,295
Brookfield,NS,1,3826,291
Brookfield,WI,10,3742,247
Brookhaven,GA,9,4093,28
Brookhaven,MS,2,588,62
Brookings,OR,2,146,94
Brookings,SD,2,3459,282
Brooklin,ME,1,4973,222
Brookline,MA,19,4906,113
Brooklyn,CT,1,500,201
Brooklyn,IA,1,4090,186
Brooklyn,NY,171,3257,156
Brooklyn,OH,2,4445,90
Brooklyn Center,MN,1,490,202
Brooklyn Park,MN,11,3953,46
Brooks,AB,3,4530,163
Brooks,CA,2,728,139
Brookshire,TX,7,4332,68
Brooksville,FL,13,3030,233
Brooksville,ME,1,1621,258
Brooktondale,NY,1,926,249
Brookville,OH,2,4922,296
Brookville,PA,3,1600,213
Broomfield,CO,79,3394,108
Brossard,QC,45,2519,185
Brown Deer,WI,1,1034,271
Browning,MT,2,3142,280
Brownsburg,IN,1,4597,152
Brownsburg,QC,1,1566,198
Brownsburg-Chatham,QC,1,3661,281
Brownstown,IN,1,714,29
Brownsville,ON,1,1282,55
Brownsville,PA,1,3323,104
Brownsville,TN,4,2767,73
Brownsville,TX,8,230,140
Browntown,WI,1,3083,18
Brownville,NE,1,4378,212
Bruce,WI,1,4559,183
Brucefield,ON,1,138,82
Bruceton Mills,WV,1,4059,93
BrunCumberland swick,ME,1,3687,68
Brunswick,GA,13,1020,30
Brunswick,MD,1,2869,166
Brunswick,ME,14,4211,70
Brunswick,NJ,2,592,73
Brunswick,OH,3,1231,177
Brush,CO,2,3621,212
Brussels,ON,5,410,138
Bryan,TX,18,838,254
Bryant,AL,1,3341,115
Bryant,AR,3,645,131
Bryce Canyon City,UT,1,2561,191
Bryn Mawr,PA,3,4446,112
Bryson,QC,1,4954,270
Bryson City,NC,3,1904,122
Buchanan,MI,1,3312,79
Buchanan,TN,2,3910,169
Buckeye,AZ,11,913,249
Buckfield,ME,1,4224,20
Buckhannon,WV,1,2132,147
Buckhorn,ON,1,4672,176
Bucksport,ME,3,4513,256
Bucyrus,OH,2,344,40
Buda,TX,3,4943,21
Budd Lake,NJ,1,4892,252
Buellton,CA,3,371,117
Buena Park,CA,21,3611,203
Buena Vista,CO,4,1871,142
Buffalo,MN,3,1362,290
Buffalo,NY,176,2524,172
Buffalo,OK,1,4461,287
Buffalo,TX,1,1020,212
Buffalo,WV,5,3530,105
Buffalo,WY,1,4535,232
Buffalo Grove,IL,11,4584,246
Buford,GA,34,2724,126
Bunker Hill,IN,2,3860,201
Bunkie,LA,1,2150,285
Burbank,CA,117,3600,115
Burbank,OH,1,1265,13
Burbank,WA,2,475,27
Burdett,NY,2,2133,29
Burdette,NY,1,245,131
Burgaw,NC,4,4488,146
Burien,WA,21,531,89
Burk's Falls,ON,1,804,163
Burkburnett,TX,1,2732,34
Burke,VA,2,4594,178
Burleson,TX,12,1063,68
Burley,ID,7,2334,50
Burlingame,CA,92,2141,47
Burlington,CO,4,1928,126
Burlington,CT,1,2208,284
Burlington,IA,3,4168,279
Burlington,KS,1,1038,136
Burlington,MA,49,4905,12
Burlington,NC,11,906,25
Burlington,NJ,15,1563,274
Burlington,ON,102,3515,248
Burlington,VT,80,110,272
Burlington,WA,10,1968,143
Burlington,WI,2,4967,222
Burnaby,BC,171,984,24
Burney,CA,1,3664,138
Burns,OR,2,1489,131
Burns,TN,1,3501,250
Burns Harbor,IN,3,4421,124
Burns Lake,BC,4,924,206
Burnsville,MN,12,2365,231
Burnsville,NC,1,1036,223
Burnt Hills,NY,2,2900,89
Burr Ridge,IL,2,2653,272
Burrillville,RI,5,3945,144
Burton,BC,2,1896,251
Burton,MI,2,153,279
Burton,OH,2,826,296
Burtonsville,MD,2,2836,59
Burwash Landing,YT,2,3270,198
Bury,QC,1,2013,23
Bushkill,PA,1,1696,241
Bushnell,FL,1,2014,270
Butler,GA,1,2566,201
Butler,NJ,4,2837,212
Butler,PA,5,949,270
Butner,NC,1,2209,122
Butte,MT,3,102,45
Buttonwillow,CA,7,4355,88
Buxton,NC,2,4169,284
Buxton,OR,1,4976,287
Buzzards Bay,MA,3,992,171
Byers,CO,1,2130,26
Byesville,OH,1,3260,213
Byhalia,MS,5,2476,26
Byrdstown,TN,2,4775,211
Byron,GA,2,2033,219
Byron,IL,1,1480,87
Byron,NY,1,3781,65
Byron Center,MI,9,1390,89
Bécancour,QC,8,1740,67
Bégin,QC,2,2782,27
CALAIS,ME,1,1087,217
CALUMET CITY,IL,1,1318,144
CANANDAIGUA,NY,1,1455,19
CAPITOL HEIGHTS,MD,1,4365,78
CARBONDALE,IL,1,4716,92
CARROLL,OH,1,4235,118
CARSON CITY,NV,1,1660,53
CARTERSVILLE,GA,1,1518,141
CARTHAGE,TX,1,1054,27
CASA GRANDE,AZ,1,1083,102
CATHEDRAL CITY,CA,1,1074,157
CEDAR FALLS,IA,1,4233,181
CEDAR PARK,TX,1,4072,60
CHANDLER,AZ,1,1013,28
CHARLESTON,IL,1,4649,129
CHEMAINUS,BC,1,136,234
CHILLICOTHE,OH,1,3487,75
CHIPPEWA FALLS,WI,1,1811,150
CIRCLEVILLE,OH,2,3120,198
CLEBURNE,TX,1,895,167
CODY,WY,1,4136,107
COLORADO SPRINGS,CO,1,4788,167
COLUMBUS,GA,1,3211,255
COLUMBUS,OH,7,1424,245
COMANCHE,TX,1,417,42
COUDERSPORT,PA,1,2496,250
CPG,BC,1,2262,284
CRANBURY,NJ,1,2845,80
CUYAHOGA FALLS,OH,1,1691,225
Caballo,NM,1,3211,88
Cabano,QC,1,4030,178
Cabazon,CA,15,2096,189
Cabins,WV,1,1412,125
Cable,WI,2,1385,269
Cabool,MO,1,4411,269
Cabot,AR,3,2483,14
Cabot,VT,1,3339,117
Cache Creek,BC,3,2239,126
Cacouna,QC,2,1804,22
Caddo Mills,TX,1,462,151
Cadillac,MI,7,2704,197
Cadott,WI,1,1816,290
Cairo,GA,1,4551,124
Calabasas,CA,15,4386,245
Calabash,NC,1,3838,19
Calais,ME,1,2569,208
Calcium,NY,1,4895,261
Caldwell,ID,8,656,59
Caldwell,OH,1,925,151
Caldwell,TX,1,2908,280
Caledon,ON,19,4621,25
Caledon East,ON,2,2819,11
Caledon Village,ON,1,3608,167
Caledonia,MI,2,3841,39
Caledonia,ON,2,1674,91
Calera,AL,1,4098,40
Calera,OK,1,2229,245
Calexico,CA,3,2503,157
Calgary,AB,300,3429,186
Calhoun,GA,20,688,44
Caliente,NV,1,2112,32
California,MD,7,1647,115
Calimesa,CA,2,394,106
Calipatria,CA,2,2085,239
Calistoga,CA,22,3217,236
Callahan,FL,1,1790,109
Callaway,FL,1,1236,64
Callicoon,NY,1,2164,204
Calumet,MI,1,4555,17
Calumet,OK,1,4895,137
Calumet City,IL,1,4643,41
Calverton,NY,1,4870,102
Camano,WA,2,1107,16
Camarillo,CA,45,2614,267
Camas,WA,6,3626,229
Camborne,ON,1,4781,249
Cambria,CA,8,1347,115
Cambridge,ID,1,4002,45
Cambridge,MA,334,1535,54
Cambridge,MD,5,671,18
Cambridge,MN,1,2482,96
Cambridge,NE,1,1345,186
Cambridge,OH,5,2184,139
Cambridge,ON,43,377,204
Cambridge,VT,3,1987,20
Cambridge Springs,PA,1,4679,131
Camden,AR,2,1365,244
Camden,DE,3,4926,40
Camden,ME,5,1140,233
Camden,NJ,4,1017,162
Camden,NY,3,985,221
Camden,SC,3,2852,101
Camden,TN,2,121,138
Camden East,ON,1,4669,206
Cameron,LA,1,3291,51
Cameron,MO,3,2453,237
Cameron,TX,1,4899,203
Cameron Park,CA,2,786,27
Camilla,GA,2,384,252
Camillus,NY,1,4911,285
Camp Hill,PA,7,3847,136
Camp Pendleton,CA,22,862,84
Camp Springs,MD,3,2528,71
Camp Verde,AZ,3,2607,297
Campbell,CA,53,128,195
Campbell River,BC,29,1006,187
Campbell's Bay,QC,4,3204,175
Campbellcroft,ON,1,4099,192
Campbellford,ON,2,3094,37
Campbellsville,KY,2,2606,256
Campbellton,NB,3,4765,31
Campbellville,ON,2,3709,105
Campo,CA,8,3653,131
Campo Rico Canóvanas,PR,1,1553,259
Campton,KY,1,4933,146
Campton,NH,1,3456,286
Campton Hills,IL,1,615,70
Camrose,AB,3,138,259
Canaan,CT,1,3442,104
Canaan,NY,1,986,193
Canadian Lakes,MI,1,2944,269
Canal Flats,BC,1,2304,296
Canal Winchester,OH,4,1198,164
Canandaigua,NY,34,1923,195
Canastota,NY,7,3301,78
Canby,OR,1,3255,270
Candiac,QC,9,3193,124
Candler,NC,2,3630,17
Candor,NY,1,3878,274
Canfield,OH,2,2996,280
Canmore,AB,13,3553,258
Cannon Ball,ND,1,3611,114
Cannon Beach,OR,6,1088,272
Cannon Falls,MN,2,4216,233
Canoga Park,CA,6,4126,280
Canon City,CO,1,4279,174
Canonsburg,PA,3,1782,92
Canso,NS,3,4765,143
Cantil,CA,1,4063,220
Cantley,QC,3,1033,101
Canton,CT,6,3698,136
Canton,GA,13,3333,200
Canton,IL,1,2080,168
Canton,MA,15,1955,19
Canton,MI,8,3156,116
Canton,MO,3,892,96
Canton,MS,1,891,76
Canton,NY,7,1909,71
Canton,OH,17,2355,155
Canton,TX,4,3710,162
Canton d'Orford,QC,2,1707,116
Canton de Shefford,QC,1,1084,157
Canton de Stanstead,QC,1,3776,195
Canton de Stratford,QC,1,3480,187
Cantwell,AK,1,619,275
Canyon,TX,1,690,158
Canyon,WY,2,1150,256
Canyon Country,CA,1,3733,263
Canyon Lake,TX,2,4544,38
Canyon Point,UT,1,1059,275
Canyonville,OR,2,792,22
Cap-Chat,QC,1,3999,56
Cap-Pelé,NB,4,4573,160
Cap-Santé,QC,1,3046,59
Cap-St.-Ignace,QC,2,626,224
Cap-aux-Meules,QC,4,3324,141
Cap-d'Espoir,QC,2,2353,122
Cap-de-la-Madeleine,QC,1,3444,261
Cape Breton,NS,1,4065,62
Cape Canaveral,FL,14,1975,139
Cape Canaveral Space Force Station,FL,4,1863,202
Cape Coral,FL,19,620,88
Cape Egmont,PE,1,1116,66
Cape Elizabeth,ME,4,216,106
Cape Forchu,NS,1,2533,207
Cape Girardeau,MO,10,683,144
Cape MAy,NJ,1,494,156
Cape May,NJ,10,3888,181
Cape May Court House,NJ,3,2868,72
Capitol Heights,MD,5,4267,74
Capitola,CA,9,3960,220
Caplan,QC,1,373,118
Captiva,FL,1,2113,291
Captiva Island,FL,1,4533,181
Caraquet,NB,5,1489,21
Carberry,MB,1,3666,229
Carbondale,CO,18,4802,295
Carbondale,IL,2,265,181
Carbonear,NL,3,1667,245
Carcross,YT,1,828,175
Cardiff by the Sea,CA,4,2143,196
Cardigan,PE,1,4297,179
Cardova,CA,1,3596,61
Cardston,AB,2,878,198
Carefree,AZ,1,313,129
Cargill,ON,2,3862,114
Cariboo A,BC,1,1676,171
Cariboo K,BC,1,2548,50
Caribou,ME,3,3036,174
Carignan,QC,4,3217,169
Carl Junction,MO,2,691,273
Carle Place,NY,6,2820,27
Carleton,QC,5,813,182
Carleton Place,ON,6,1035,42
Carleton sur mer,QC,1,4437,270
Carleton-sur-Mer,QC,8,101,219
Carlin,NV,1,2948,173
Carling,ON,1,4144,14
Carlinville,IL,1,2049,43
Carlisle,AR,1,1017,289
Carlisle,MA,3,3274,154
Carlisle,PA,15,2341,80
Carlsbad,CA,75,189,239
Carlsbad,NM,4,1809,134
Carlton,MN,1,2269,287
Carlton,OR,5,4338,280
Carlyle,IL,1,3141,24
Carlyle,SK,1,205,251
Carmacks,YT,4,986,162
Carman,MB,3,527,62
Carmel,CA,5,1995,158
Carmel,IN,26,416,228
Carmel Hamlet,NY,5,734,122
Carmel Valley,CA,4,2025,297
Carmel-By-The-Sea,CA,1,2156,286
Carmel-by-the-Sea,CA,17,3244,92
Carmichael,CA,9,2370,227
Carmichaels,PA,1,1539,235
Carnesville,GA,1,652,279
Carneys Point,NJ,1,815,24
Carneys Point Township,NJ,1,4011,299
Carnot-Moon,PA,2,1813,274
Caro,MI,1,3489,208
Carol Stream,IL,1,1207,167
Carolina,PR,1,4306,216
Carolina Beach,NC,1,350,183
Caronport,SK,1,2530,193
Carp,ON,2,2154,274
Carpentersville,IL,1,558,255
Carpinteria,CA,5,307,45
Carrabassett Valley,ME,4,999,268
Carrabelle,FL,1,3561,28
Carrboro,NC,9,3485,32
Carrizo Springs,TX,1,121,113
Carrizozo,NM,2,509,250
Carroll,IA,2,994,213
Carrollton,GA,6,614,262
Carrollton,TX,10,4209,151
Carson,CA,88,2234,152
Carson,MI,1,3695,280
Carson City,NV,23,3056,119
Carstairs,AB,2,1660,17
Carston,AB,1,1366,78
Carteret,NJ,1,2269,199
Cartersville,GA,20,3738,188
Carterville,IL,12,849,72
Carthage,MO,1,3527,77
Carthage,NC,1,4880,215
Carthage,NY,1,2027,15
Carthage,TN,1,3904,128
Carthage,TX,2,3802,40
Carver,MA,1,2456,15
Carver,MN,1,4890,216
Cary,NC,100,2435,166
Caryville,TN,1,406,76
Casa Grande,AZ,9,3765,298
Cascade,MI,1,2089,149
Cascade Locks,OR,1,761,22
Casco,ME,2,4744,161
Cashiers,NC,1,411,118
Cashton,WI,2,3020,158
Casper,WY,3,1182,213
Cass Lake,MN,1,3071,30
Cassadaga,NY,1,854,69
Casselberry,FL,5,4230,30
Casselman,ON,5,4640,254
Cassidy,BC,4,452,82
Cassopolis,MI,2,1002,85
Cassville,MO,4,3988,195
Castaic,CA,3,258,87
Castine,ME,1,2077,74
Castle Creek,NY,1,1056,299
Castle Dale,UT,2,2171,65
Castle Hayne,NC,2,503,268
Castle Pines,CO,2,4711,199
Castle Rock,CO,20,2879,15
Castle Rock,WA,1,1487,15
Castle Shannon,PA,1,3553,200
Castlegar,BC,10,1055,157
Castleton,VT,1,1812,267
Castleton-On-Hudson,NY,3,4803,227
Castleton-on-Hudson,NY,3,1373,99
Castro Valley,CA,8,3911,19
Castroville,CA,3,2725,96
Catalina,AZ,1,2482,259
Cathedral City,CA,19,1541,160
Cathlamet,WA,3,3079,122
Catonsville,MD,4,1897,39
Catoosa,OK,5,4490,137
Catskill,NY,8,4109,87
Cattaraugus,NY,1,4950,64
Causapscal,QC,5,1494,43
Cavan,ON,2,4381,114
Cave City,KY,1,1369,181
Cave Creek,AZ,2,4832,31
Cavendish,PE,5,3814,296
Cavendish,VT,2,629,114
Cawston,BC,2,3723,158
Cayce,SC,4,3058,281
Cayucos,CA,2,3014,285
Cayuga,NY,1,4989,181
Cayuga,ON,2,3691,56
Cazadero,CA,1,2247,123
Cazenovia,NY,8,4673,284
Cañon City,CO,7,3469,216
Ca‚àö¬±on City,CO,3,1039,251
Cecilton,MD,1,625,205
Cedar City,UT,14,101,173
Cedar Falls,IA,5,474,185
Cedar Grove,NJ,4,2440,280
Cedar Hill,TX,5,4105,119
Cedar Knolls,NJ,1,3152,181
Cedar Lake,IN,3,4748,211
Cedar Park,TX,27,2465,177
Cedar Rapids,IA,20,1625,111
Cedar Valley,UT,2,4576,95
Cedarburg,WI,1,1746,151
Cedaredge,CO,1,113,222
Cedartown,GA,3,4699,60
Cedarville,OH,2,2378,121
Celebration,FL,7,3255,280
Celina,OH,2,229,74
Celina,TX,5,3914,192
Celoron,NY,1,3316,19
Centennial,CO,42,3038,243
Center,CO,1,4028,253
Center,TX,3,2140,276
Center Line,MI,1,127,127
Center Lovell,ME,1,2213,153
Center Moriches,NY,1,1352,210
Center Point,IA,1,4456,248
Center Valley,PA,5,2146,255
Centereach,NY,6,4655,17
Centerville,IA,5,4123,161
Centerville,IN,1,4496,220
Centerville,OH,16,3474,167
Centerville,TX,2,3566,67
Centerville,UT,2,3181,95
Central,LA,1,3878,64
Central City,CO,2,729,210
Central City,PA,1,369,131
Central Islip,NY,15,2739,117
Central Lake,MI,1,2093,141
Central Point,OR,2,2991,207
Central San Jose,CA,1,3532,56
Central Square,NY,4,1380,237
Central Valley,NY,4,2460,254
Centralia,IL,5,675,212
Centralia,WA,7,1407,270
Centreville,MD,1,3292,187
Centreville,MI,2,3278,33
Centreville,VA,4,2834,184
Ceres,CA,8,2312,283
Cerritos,CA,38,2452,270
Chadbourn,NC,1,3668,295
Chadds Ford,PA,2,1755,10
Chadron,NE,5,1679,95
Chalfont,PA,6,2303,78
Chalmette,LA,2,1490,40
Chama,NM,1,1842,207
Chamberlain,SD,1,2025,100
Chambers Settlement,NB,1,719,25
Chambersburg,PA,11,1374,285
Chamblee,GA,14,1056,171
Chambly,QC,14,2039,201
Chambord,QC,2,4053,160
Champaign,IL,52,2481,122
Champlain,NY,4,1068,282
Champlain,QC,1,1416,185
Champlin,MN,2,1143,158
Chandler,AZ,94,381,187
Chandler,OK,1,2944,232
Chandler,QC,7,1158,268
Chandler,TX,1,4393,282
Channahon,IL,1,2632,198
Channel View,TX,1,3928,99
Channel-Port Aux Basques,NL,1,1108,271
Channel-Port aux Basques,NL,2,1329,165
Channelview,TX,4,1135,209
Chantilly,VA,22,4685,64
Chanute,KS,1,375,263
Chapais,QC,1,2840,182
Chapeau,QC,1,2389,209
Chapel Hill,NC,54,1339,111
Chapel Hill,TN,1,225,294
Chapleau,ON,1,4165,160
Chapmanville,WV,3,4412,120
Chappaqua,NY,8,3968,275
Chappell,NE,1,1308,100
Chardon,OH,2,3349,186
Charette,QC,2,1018,240
Charlemagne,QC,7,4023,38
Charlemont,MA,2,4503,204
Charles City,IA,3,2069,248
Charles Town,WV,3,2893,276
Charleston,SC,65,991,223
Charleston,WV,11,4570,91
Charlestown,IN,1,2133,137
Charlestown,NH,1,1464,271
Charlestown,RI,3,228,76
Charlevoix,MI,5,1114,71
